NAME;RECORD;NICKNAME;HEIGHT;WEIGHT;REACH;STANCE;DOB;SLpM;Str Acc;SApM;Str Def;TD Avg;TD Acc;TD Def;Sub Avg
Dave Martin;0-2-0;;"6' 0""";205 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Joe Martin;6-8-0;;"5' 9""";170 lbs.;--;;--;0.73;40 %;2.4;45 %;0.0;0 %;16 %;0.0
Anthony Rocco Martin;17-6-0;;"6' 0""";170 lbs.;"73""";Orthodox;Dec 11, 1989;2.68;37 %;2.59;58 %;0.71;27 %;68 %;1.0
Mallory Martin;7-5-0;;"5' 4""";115 lbs.;"63""";Orthodox;Jan 29, 1994;4.42;48 %;6.64;55 %;2.28;43 %;25 %;0.3
Michal Martinek;7-1-0;;"6' 2""";230 lbs.;--;Southpaw;Apr 19, 1990;2.45;53 %;4.29;51 %;0.0;0 %;0 %;0.0
Adrian Luna Martinetti;17-1-0;;"5' 8""";135 lbs.;"71""";;Aug 20, 1995;11.0;65 %;7.8;48 %;3.0;42 %;100 %;0.0
Rainy Martinez;0-2-0;;"6' 0""";199 lbs.;--;Orthodox;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Danny Martinez;21-8-0;The Gremlin;"5' 6""";125 lbs.;"67""";Orthodox;Jun 14, 1985;2.73;28 %;3.77;63 %;3.0;45 %;36 %;0.0
Alonzo Martinez;42-20-1;Zo Diddy;"5' 10""";155 lbs.;--;;Apr 22, 1984;3.07;27 %;7.33;52 %;0.0;0 %;0 %;0.0
Henry Martinez;9-4-0;Sicario;"5' 7""";155 lbs.;"69""";Southpaw;Aug 07, 1983;2.79;25 %;4.01;60 %;0.0;0 %;80 %;0.0
Jonathan Martinez;19-6-0;Dragon;"5' 8""";135 lbs.;"70""";Southpaw;Apr 20, 1994;4.44;49 %;4.09;56 %;0.38;35 %;68 %;0.1
Poppies Martinez;29-11-0;The Tachi Kid;"5' 9""";145 lbs.;--;;Aug 19, 1983;2.88;50 %;2.16;51 %;1.54;33 %;50 %;9.2
Andrew Martinez;9-6-0;Mickey D;"5' 9""";215 lbs.;--;;--;3.4;31 %;2.3;47 %;1.5;50 %;0 %;0.0
Mana Martinez;10-4-0;ManaBoi;"5' 10""";135 lbs.;"70""";Orthodox;Mar 25, 1996;4.33;48 %;4.94;50 %;0.72;42 %;25 %;0.5
Victor Martinez;13-6-0;The Brick;"5' 8""";155 lbs.;"70""";Orthodox;Jul 17, 1991;7.94;51 %;7.66;53 %;0.7;33 %;80 %;0.0
Roque Martinez;15-8-2;;"5' 10""";250 lbs.;"72""";Orthodox;Mar 04, 1986;3.28;53 %;4.9;56 %;0.38;50 %;53 %;0.4
Melissa Martinez;8-2-0;Super Mely;"5' 2""";115 lbs.;"66""";Southpaw;Aug 18, 1997;3.78;47 %;5.21;53 %;0.35;50 %;50 %;0.0
Julieta Martinez;8-0-0;The Ninja Ferret;"5' 1""";115 lbs.;"62""";Orthodox;Sep 14, 2004;2.53;44 %;3.6;41 %;5.0;45 %;100 %;0.0
David Martinez;13-1-0;Doctor;"5' 5""";135 lbs.;"67""";Orthodox;Aug 03, 1998;4.85;47 %;2.95;68 %;0.0;0 %;100 %;0.0
Wagner da Conceicao Martins;9-8-0 (1 NC);Zuluzinho;"6' 7""";390 lbs.;--;Orthodox;May 19, 1978;1.91;37 %;5.43;42 %;2.2;100 %;100 %;0.0
Adriano Martins;28-9-0;;"5' 10""";155 lbs.;"72""";Southpaw;Dec 16, 1982;1.8;38 %;2.14;65 %;0.83;80 %;81 %;0.4
Lucas Martins;19-3-0;Mineiro;"6' 0""";145 lbs.;"72""";Southpaw;Nov 11, 1988;2.87;35 %;4.14;60 %;0.0;0 %;76 %;0.5
Max Martyniouk;1-1-0;Payne;--;155 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Bristol Marunde;16-10-0;;"6' 1""";170 lbs.;"75""";Orthodox;Apr 20, 1982;1.42;21 %;4.4;47 %;1.6;33 %;14 %;0.0
Shoji Maruyama;12-9-1;;"5' 7""";139 lbs.;--;Orthodox;Apr 24, 1983;1.4;63 %;0.27;55 %;0.0;0 %;54 %;0.0
Kazuma Maruyama;11-7-0;Gluttony;"5' 11""";155 lbs.;"72""";Orthodox;Jul 19, 1992;3.83;41 %;2.23;53 %;4.79;33 %;100 %;0.0
Islem Masraf;3-1-0;Lightning;"6' 0""";205 lbs.;"74""";Southpaw;Jun 07, 1996;0.68;20 %;3.88;15 %;0.0;0 %;100 %;0.0
Mike Massenzio;13-9-0;The Master of Disaster;"6' 2""";185 lbs.;"73""";Southpaw;Nov 01, 1982;2.08;45 %;3.59;54 %;2.74;24 %;50 %;1.4
Jameel Massouh;26-9-0;;"5' 10""";145 lbs.;"72""";Orthodox;Sep 12, 1984;1.91;54 %;2.62;55 %;0.67;15 %;50 %;0.7
Tiffany Masters;2-1-0;Rainbow Renegade;"5' 3""";115 lbs.;"65""";Orthodox;Jul 31, 1994;3.53;62 %;2.58;50 %;3.06;60 %;0 %;0.0
Jorge Masvidal;35-17-0;Gamebred;"5' 11""";170 lbs.;"74""";Orthodox;Nov 12, 1984;4.05;47 %;3.05;64 %;1.38;59 %;72 %;0.3
Al Matavao;8-3-0;Sweetness;"5' 8""";205 lbs.;"67""";Orthodox;Feb 23, 1994;7.84;46 %;6.7;58 %;0.0;0 %;0 %;0.0
Tateki Matsuda;13-8-0;Tech;"5' 7""";125 lbs.;--;Orthodox;Feb 27, 1986;3.2;34 %;3.43;69 %;0.0;0 %;16 %;0.0
Arisa Matsuda;7-0-0;;"5' 3""";115 lbs.;"64""";Orthodox;Dec 15, 1994;1.0;75 %;1.87;56 %;3.0;42 %;0 %;1.0
Daijiro Matsui;13-29-7;;"5' 9""";200 lbs.;--;Orthodox;Dec 05, 1972;0.84;45 %;1.69;55 %;1.83;30 %;43 %;0.4
Toki Matsui;6-1-0;;"5' 6""";125 lbs.;"65""";Orthodox;Sep 08, 1999;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Koichiro Matsumoto;15-3-1;;"5' 7""";145 lbs.;--;;Mar 07, 1986;1.9;26 %;3.5;31 %;0.0;0 %;0 %;0.0
Jean Matsumoto;17-1-0;;"5' 6""";135 lbs.;"68""";Orthodox;Sep 09, 1999;5.43;41 %;5.43;48 %;2.14;41 %;53 %;0.6
Koyomi Matsushima;13-6-0;;"5' 7""";145 lbs.;"66""";Orthodox;Oct 08, 1992;2.7;47 %;2.83;59 %;9.0;52 %;33 %;0.0
Naoki Matsushita;12-16-11;;"5' 6""";155 lbs.;--;Orthodox;Mar 31, 1976;3.3;32 %;2.2;63 %;1.5;100 %;0 %;0.0
AJ Matthews;8-7-0;;"5' 11""";185 lbs.;--;;Jan 23, 1988;5.11;52 %;4.96;51 %;0.0;0 %;100 %;0.0
Jake Matthews;22-8-0;The Celtic Kid;"5' 11""";170 lbs.;"73""";Orthodox;Aug 19, 1994;3.34;43 %;2.62;60 %;1.44;41 %;64 %;0.8
Connor Matthews;7-4-0;The Controller;"5' 8""";145 lbs.;"71""";Switch;May 31, 1992;4.82;43 %;6.06;55 %;3.24;55 %;46 %;0.7
Claudio Mattos;5-4-0;Popeye;--;185 lbs.;--;Orthodox;--;0.0;0 %;3.53;0 %;0.0;0 %;0 %;0.0
John Matua;1-4-0;;"6' 2""";400 lbs.;--;Orthodox;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Francesco Maturi;0-1-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Vladimir Matyushenko;27-8-0;The Janitor;"6' 0""";205 lbs.;"74""";Orthodox;Jan 04, 1971;1.9;44 %;1.62;59 %;3.25;46 %;70 %;0.1
Miranda Maverick;17-6-0;Fear The;"5' 3""";125 lbs.;"65""";Southpaw;Jul 01, 1997;3.22;44 %;2.25;61 %;2.16;40 %;45 %;0.4
Nick Maximov;8-2-0;;"6' 0""";185 lbs.;"76""";Southpaw;Dec 23, 1997;1.93;45 %;2.64;46 %;4.16;45 %;35 %;0.2
Elaina Maxwell;7-4-0;Beef;"5' 8""";145 lbs.;--;Orthodox;Dec 16, 1978;2.07;60 %;2.4;53 %;0.0;0 %;50 %;1.0
Jeremy May;13-10-0 (1 NC);;"6' 1""";185 lbs.;--;;Oct 23, 1986;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Jack May;9-3-0;The Outlaw;"6' 8""";255 lbs.;--;Switch;Apr 14, 1981;1.52;38 %;3.29;33 %;0.91;33 %;20 %;0.0
Don'Tale Mayes;11-9-0 (1 NC);Lord Kong;"6' 6""";260 lbs.;"81""";Orthodox;Jan 16, 1992;3.22;43 %;3.61;46 %;0.59;38 %;46 %;0.0
Gray Maynard;13-7-1 (1 NC);;"5' 9""";155 lbs.;"70""";Orthodox;May 09, 1979;1.92;32 %;2.64;66 %;2.91;47 %;81 %;0.7
Brooke Mayo;0-1-0;The Bully;"5' 7""";125 lbs.;--;;--;1.92;34 %;3.2;63 %;3.2;60 %;0 %;2.1
Gina Mazany;7-6-0;Danger;"5' 6""";125 lbs.;"68""";Southpaw;Aug 19, 1988;3.73;50 %;3.52;50 %;4.34;52 %;33 %;0.2
Sabina Mazo;9-4-0;Colombian Queen;"5' 7""";125 lbs.;"70""";Orthodox;Mar 25, 1997;6.1;43 %;4.35;57 %;0.65;80 %;59 %;0.2
Francesco Mazzeo;4-1-0;;"6' 3""";205 lbs.;"75""";Orthodox;Sep 23, 1997;1.83;44 %;0.75;65 %;3.23;50 %;0 %;0.0
Scott McAfee;14-7-0;;"5' 8""";155 lbs.;--;Orthodox;Aug 23, 1983;0.0;0 %;1.33;50 %;0.0;0 %;0 %;0.0
Bobby McAndrews;1-3-0;;--;--;--;Orthodox;--;2.56;83 %;1.03;50 %;0.0;0 %;33 %;7.7
Michael McBride;8-3-0;;"6' 1""";155 lbs.;--;Orthodox;Mar 09, 1986;4.08;48 %;5.85;40 %;1.85;42 %;30 %;1.2
Ian McCall;13-5-1;Uncle Creepy;"5' 5""";125 lbs.;"64""";Orthodox;May 07, 1984;3.59;39 %;3.25;67 %;2.08;30 %;88 %;0.0
Molly McCann;14-8-0;Meatball;"5' 4""";115 lbs.;"62""";Orthodox;May 04, 1990;5.28;49 %;4.65;62 %;1.78;36 %;38 %;0.5
Charles McCarthy;10-5-0;Chainsaw;"5' 10""";185 lbs.;"71""";Orthodox;Aug 06, 1980;0.18;12 %;4.03;56 %;2.67;60 %;0 %;2.7
Eric McConico;10-3-1;;"6' 0""";185 lbs.;"77""";Southpaw;May 09, 1990;1.51;36 %;2.48;52 %;0.0;0 %;57 %;0.0
Sean McCorkle;17-7-0;;"6' 7""";265 lbs.;"81""";Orthodox;Jul 17, 1976;0.85;44 %;2.48;52 %;2.12;40 %;33 %;4.2
Danni McCormack;9-2-0;Mac;"5' 4""";125 lbs.;"62""";Southpaw;Mar 15, 1990;6.93;51 %;4.53;60 %;6.0;42 %;50 %;2.0
Paddy McCorry;7-1-0;;"6' 3""";185 lbs.;"73""";Switch;Dec 09, 1997;6.2;55 %;2.47;53 %;1.0;50 %;0 %;0.0
Kris McCray;8-5-0;Savage;"6' 0""";170 lbs.;"76""";Orthodox;Sep 24, 1981;2.69;45 %;2.57;54 %;2.88;55 %;38 %;0.0
Tamdan McCrory;14-5-0;The Barncat;"6' 4""";185 lbs.;"76""";Switch;Nov 05, 1986;2.07;49 %;1.6;46 %;2.28;50 %;33 %;2.5
Rob McCullough;19-8-0;Razor;"5' 9""";155 lbs.;"69""";Orthodox;May 26, 1977;2.47;36 %;2.84;59 %;0.46;100 %;68 %;0.0
Justin McCully;11-5-2;The Insane One;"6' 1""";225 lbs.;"73""";Orthodox;Feb 18, 1976;1.58;37 %;2.02;46 %;1.28;44 %;43 %;0.0
Robert McDaniel;28-10-0;Bubba;"6' 3""";185 lbs.;"75""";Southpaw;May 03, 1983;1.64;44 %;1.98;56 %;0.93;50 %;50 %;1.4
Michael McDonald;1-1-0;The Black Sniper;"5' 11""";205 lbs.;--;Orthodox;Feb 06, 1965;0.0;0 %;0.4;50 %;0.0;0 %;0 %;0.0
Scott McDonald;1-0-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Michael McDonald;17-4-0;Mayday;"5' 9""";135 lbs.;"70""";Orthodox;Jan 15, 1991;2.69;42 %;2.76;57 %;1.09;66 %;52 %;1.4
Josh McDonald;9-5-0 (1 NC);;--;185 lbs.;--;;--;0.8;57 %;3.4;33 %;9.0;50 %;0 %;0.0
Miles McDonald;2-1-0;;"5' 7""";115 lbs.;--;;Aug 13, 1991;5.1;45 %;4.0;43 %;0.0;0 %;100 %;1.0
Justin McElfresh;6-4-0;;"6' 6""";205 lbs.;--;Orthodox;Jan 04, 1980;4.59;26 %;12.79;41 %;0.0;0 %;0 %;0.0
Drew McFedries;12-7-0;The Massacre;"6' 0""";185 lbs.;"72""";Southpaw;Jul 27, 1978;5.13;51 %;4.56;52 %;1.42;100 %;56 %;0.7
Liam McGeary;12-2-0;;"6' 6""";205 lbs.;--;;Oct 04, 1982;1.28;48 %;1.92;50 %;0.51;100 %;0 %;2.5
Gan McGee;13-5-0;The Giant;"6' 10""";265 lbs.;--;Orthodox;Nov 20, 1976;2.2;29 %;2.31;59 %;0.65;25 %;83 %;0.0
Court McGee;23-14-0;The Crusher;"5' 11""";170 lbs.;"75""";Orthodox;Dec 12, 1984;4.5;36 %;3.65;60 %;1.78;24 %;70 %;0.5
Marcus McGhee;10-2-0;The Maniac;"5' 8""";135 lbs.;"69""";Orthodox;May 07, 1990;5.5;45 %;3.64;57 %;0.31;14 %;90 %;0.3
Ryan McGillivray;12-0-1;The Kid;"5' 11""";170 lbs.;--;;Sep 27, 1986;1.27;20 %;2.2;52 %;0.0;0 %;44 %;0.0
Ryan McGivern;13-7-0;;"6' 0""";185 lbs.;--;Orthodox;Jan 17, 1980;2.22;29 %;2.22;57 %;0.0;0 %;0 %;0.0
Jack McGlaughlin;1-4-0;;--;--;--;Orthodox;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Conor McGregor;22-6-0;The Notorious;"5' 9""";155 lbs.;"74""";Southpaw;Jul 14, 1988;5.32;49 %;4.66;54 %;0.67;55 %;66 %;0.1
Greg McIntyre;6-4-0;;"5' 10""";155 lbs.;--;Orthodox;Apr 21, 1980;0.79;30 %;1.36;41 %;5.09;50 %;0 %;0.0
Antonio McKee;29-6-2;Mandingo;"5' 8""";155 lbs.;--;Southpaw;Mar 12, 1970;1.37;45 %;0.74;74 %;1.47;33 %;57 %;0.0
AJ McKee;8-0-0;Mercenary;"5' 10""";145 lbs.;--;;--;2.75;32 %;0.92;80 %;11.01;100 %;100 %;11.0
Rhys McKee;14-7-1;Skeletor;"6' 2""";170 lbs.;"78""";Orthodox;Sep 10, 1995;4.71;40 %;7.15;47 %;0.0;0 %;47 %;0.0
Cory McKenna;8-4-0;Poppins;"5' 3""";115 lbs.;"58""";Orthodox;Jul 11, 1999;2.94;38 %;3.68;46 %;2.0;47 %;75 %;0.4
Tim McKenzie;14-9-0;;"6' 0""";185 lbs.;"74""";Orthodox;Jul 21, 1982;1.37;54 %;2.96;44 %;0.0;0 %;28 %;2.1
Cody McKenzie;16-10-0;;"6' 0""";155 lbs.;"72""";Switch;Dec 16, 1987;1.74;34 %;2.5;67 %;2.5;25 %;14 %;2.5
Terrance McKinney;17-7-0;T. Wrecks;"5' 10""";155 lbs.;"73""";Switch;Sep 15, 1994;5.78;56 %;2.58;47 %;3.59;40 %;77 %;2.2
Brian McLaughlin;6-2-0;;"5' 9""";155 lbs.;--;;May 12, 1984;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Jason McLean;6-7-0;;"5' 5""";145 lbs.;--;;Jun 03, 1977;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Garreth McLellan;13-6-0;Soldier Boy;"6' 1""";185 lbs.;"72""";Southpaw;Sep 01, 1982;3.56;54 %;2.94;45 %;1.15;22 %;34 %;0.9
Sara McMann;13-6-0;;"5' 6""";135 lbs.;"66""";Orthodox;Sep 24, 1980;2.26;46 %;1.92;47 %;4.38;65 %;50 %;0.5
Tommy McMillen;9-0-0;Gun;"6' 0""";145 lbs.;"74""";Orthodox;Dec 15, 1997;7.53;51 %;5.67;55 %;0.0;0 %;83 %;0.0
James McSweeney;15-15-0;The Hammer;"6' 4""";230 lbs.;"77""";Switch;Oct 24, 1980;3.94;55 %;4.33;42 %;0.52;33 %;100 %;1.1
Charles McTorry;3-0-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Jackson McVey;6-1-0;The Moose;"6' 4""";185 lbs.;"77""";Southpaw;Mar 25, 1999;1.12;26 %;1.95;22 %;0.0;0 %;0 %;0.0
Daniel McWilliams;15-37-0;The Animal;"6' 1""";185 lbs.;--;;Jan 14, 1983;3.36;77 %;0.0;0 %;0.0;0 %;100 %;21.6
Tim Means;33-17-1 (1 NC);The Dirty Bird;"6' 2""";170 lbs.;"75""";Orthodox;Feb 20, 1984;5.04;49 %;3.65;60 %;1.14;40 %;64 %;0.2
Yancy Medeiros;15-8-0 (1 NC);;"5' 10""";155 lbs.;"75""";Orthodox;Sep 07, 1987;4.36;37 %;5.67;47 %;0.33;50 %;73 %;0.7
Anistavio Medeiros;19-10-0;Gasparzinho;"5' 6""";145 lbs.;--;Orthodox;May 01, 1988;3.64;44 %;5.0;47 %;0.0;0 %;0 %;0.0
Kaline Medeiros;8-5-0;The Dark Angel;"5' 3""";115 lbs.;--;;--;2.06;70 %;0.29;83 %;4.41;100 %;0 %;4.4
MarQuel Mederos;11-1-0;;"5' 10""";155 lbs.;"69""";Orthodox;Nov 30, 1996;4.84;56 %;2.99;58 %;0.0;0 %;83 %;0.0
Uros Medic;11-3-0;The Doctor;"6' 1""";170 lbs.;"71""";Southpaw;Apr 25, 1993;5.47;60 %;3.5;56 %;0.36;50 %;55 %;0.0
Todd Medina;11-9-0 (1 NC);El Tiburon;"5' 10""";193 lbs.;--;Southpaw;Apr 30, 1970;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Jason Medina;21-15-1;;"5' 9""";180 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Emil Meek;9-5-1 (1 NC);Valhalla;"5' 11""";170 lbs.;"74""";Switch;Aug 20, 1988;2.52;39 %;2.53;38 %;0.25;33 %;47 %;1.0
Sanford Alton Meeks;1-1-0;;"6' 5""";265 lbs.;"75""";Orthodox;Apr 05, 1994;0.71;42 %;4.47;38 %;7.06;25 %;0 %;0.0
Gerald Meerschaert;37-20-0;GM3;"6' 1""";185 lbs.;"77""";Southpaw;Dec 18, 1987;3.02;45 %;3.49;53 %;1.83;30 %;42 %;1.4
Frank Megallon;2-3-0;;"5' 10""";185 lbs.;--;Southpaw;--;1.14;21 %;5.32;54 %;0.0;0 %;0 %;0.0
Derrick Mehmen;19-9-0;Caveman;"6' 4""";205 lbs.;--;;May 30, 1985;1.93;14 %;4.53;48 %;1.0;16 %;0 %;0.0
Miika Mehmet;3-5-0;;--;205 lbs.;--;Orthodox;--;0.33;12 %;7.29;24 %;0.0;0 %;0 %;0.0
Jordan Mein;31-12-0;Young Gun;"6' 0""";170 lbs.;"73""";Orthodox;Oct 10, 1989;3.35;44 %;2.55;69 %;1.56;58 %;66 %;0.2
Bryce Mejia;3-1-0;;"6' 1""";170 lbs.;--;;--;3.49;62 %;6.98;50 %;0.0;0 %;0 %;0.0
Brian Melancon;7-3-0;;"5' 8""";170 lbs.;--;Orthodox;May 28, 1982;4.18;49 %;3.64;64 %;2.02;100 %;66 %;0.0
Brandon Melendez;25-25-0;The Murderer;"5' 11""";155 lbs.;--;Southpaw;Mar 24, 1983;0.84;26 %;0.56;63 %;0.0;0 %;25 %;0.0
Gilbert Melendez;22-8-0;El Nino;"5' 9""";145 lbs.;"73""";Orthodox;Apr 12, 1982;3.44;33 %;2.53;63 %;1.64;41 %;71 %;0.2
Nair Melikyan;11-0-0;Ahalkalakski;"5' 6""";155 lbs.;--;;Aug 08, 1997;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Marcelo Mello;1-0-0;;"5' 7""";170 lbs.;--;Southpaw;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Fabio Mello;11-8-0;;"5' 5""";155 lbs.;--;Southpaw;Jun 28, 1975;0.86;35 %;3.94;50 %;0.0;0 %;0 %;0.0
Vanessa Melo;11-8-0;;"5' 5""";135 lbs.;"65""";Orthodox;Mar 27, 1988;3.48;30 %;6.13;59 %;0.0;0 %;71 %;0.0
Antonio Mendes;18-13-0;Samurai;"6' 3""";205 lbs.;"77""";Southpaw;Apr 19, 1981;1.34;47 %;6.85;22 %;2.51;50 %;100 %;0.0
Chad Mendes;18-5-0;Money;"5' 6""";145 lbs.;"66""";Orthodox;May 01, 1985;2.78;49 %;2.35;67 %;4.13;55 %;100 %;0.3
Augusto Mendes;6-2-0;Tanquinho;"5' 6""";135 lbs.;"65""";Orthodox;Mar 03, 1983;2.42;34 %;3.91;56 %;1.75;33 %;80 %;0.0
Eddie Mendez;8-3-1 (1 NC);;"5' 10""";185 lbs.;--;;Jan 16, 1984;1.71;33 %;3.43;11 %;0.0;0 %;0 %;0.0
Mateus Mendonca;10-3-0;Bocao;"5' 6""";125 lbs.;"71""";Orthodox;Jan 17, 1999;1.66;40 %;4.14;30 %;2.54;27 %;55 %;0.4
Luis Mendoza;0-1-0;;--;155 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Pietro Menga;13-0-0;;"5' 7""";125 lbs.;"68""";Southpaw;Feb 15, 1988;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Alonzo Menifield;17-5-1;Atomic;"6' 0""";205 lbs.;"76""";Orthodox;Oct 18, 1987;3.79;53 %;3.76;50 %;0.5;31 %;78 %;0.2
Ivan Menjivar;25-12-0;The Pride of El Salvador;"5' 6""";145 lbs.;"64""";Orthodox;May 30, 1982;2.78;37 %;2.76;65 %;0.56;28 %;38 %;1.0
Dave Menne;45-17-2;The Warrior;"5' 10""";170 lbs.;--;Orthodox;Jul 29, 1974;1.84;44 %;1.99;42 %;0.46;50 %;57 %;2.5
Steve Mensing;9-13-2 (1 NC);The Machine;"5' 11""";185 lbs.;--;Orthodox;Dec 06, 1977;0.0;0 %;9.51;42 %;0.0;0 %;0 %;0.0
Buck Meredith;3-3-0;;"6' 2""";185 lbs.;--;;May 17, 1982;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Adam Meredith;5-3-0;;"6' 2""";170 lbs.;--;;--;2.63;50 %;2.11;55 %;7.89;100 %;100 %;7.9
Nick Meregali;0-0-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Joe Merritt;7-2-0;;"6' 0""";170 lbs.;--;Orthodox;Mar 07, 1984;1.53;58 %;0.73;66 %;0.0;0 %;68 %;0.0
Bia Mesquita;6-0-0;;"5' 4""";135 lbs.;"67""";Orthodox;Apr 07, 1991;4.98;57 %;0.83;73 %;4.15;66 %;0 %;2.1
Jeremiah Metcalf;13-7-0;;"6' 1""";185 lbs.;--;Orthodox;Jul 09, 1981;1.74;59 %;0.27;60 %;4.02;66 %;100 %;2.0
Jonathan Meunier;8-1-0;District;"6' 3""";170 lbs.;--;Switch;Aug 04, 1987;3.47;50 %;1.43;69 %;0.58;33 %;58 %;0.0
Yaotzin Meza;21-11-0 (1 NC);;"5' 9""";145 lbs.;"71""";Orthodox;Feb 04, 1981;1.43;41 %;1.62;64 %;1.06;20 %;18 %;1.4
Guy Mezger;30-14-2;;"6' 1""";200 lbs.;--;Orthodox;Jan 01, 1968;2.3;32 %;1.36;72 %;0.39;50 %;88 %;0.0
David Mgoyan;7-1-0;;"5' 9""";145 lbs.;"70""";Orthodox;Jun 25, 2004;5.67;44 %;7.53;48 %;2.0;16 %;100 %;1.0
Jonathan Micallef;8-1-0;The Captain;"6' 0""";170 lbs.;"77""";Southpaw;Mar 05, 1999;4.77;43 %;4.0;58 %;0.83;50 %;50 %;0.8
Brandon Michaels;4-14-0;;"5' 9""";185 lbs.;--;;Nov 20, 1982;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Andreas Michailidis;13-6-0;The Spartan;"6' 0""";170 lbs.;"76""";Orthodox;Jul 18, 1988;2.9;51 %;3.57;44 %;1.12;27 %;50 %;0.0
David Michaud;11-3-0;BullDawg;"5' 9""";155 lbs.;--;Orthodox;Nov 10, 1988;3.25;43 %;4.45;54 %;2.53;58 %;77 %;0.7
Chris Mickle;30-21-2 (1 NC);;"5' 9""";145 lbs.;--;Orthodox;Jul 10, 1983;3.03;27 %;9.7;48 %;0.0;0 %;0 %;0.0
Zachary Micklewright;15-3-0;;"6' 0""";155 lbs.;"74""";Southpaw;Aug 21, 1976;5.56;53 %;4.72;54 %;0.7;12 %;100 %;0.0
Kristof Midoux;6-10-0;The Hurricane;"6' 1""";220 lbs.;--;Orthodox;Jul 30, 1974;0.7;43 %;2.89;49 %;0.0;0 %;0 %;0.0
Keith Mielke;0-5-0;;"5' 8""";185 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Chris Mierzwiak;5-3-0;;"6' 1""";185 lbs.;--;;Feb 14, 1988;1.6;61 %;1.73;48 %;2.0;28 %;0 %;1.0
Gabriel Miglioli;9-9-0;Biel;"5' 8""";170 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Bojan Mihajlovic;10-6-0;;"5' 11""";205 lbs.;"73""";Orthodox;Mar 30, 1980;1.23;35 %;5.95;47 %;0.0;0 %;33 %;0.0
Billy Miles;2-2-0;The Kid;"5' 10""";170 lbs.;--;Orthodox;Apr 28, 1978;0.0;0 %;1.25;33 %;0.0;0 %;0 %;0.0
Pat Miletich;29-7-2;The Croatian Sensation;"5' 10""";170 lbs.;--;Orthodox;Mar 09, 1968;1.79;45 %;1.66;63 %;1.96;100 %;54 %;1.0
Curtis Millender;17-5-0;Curtious;"6' 2""";170 lbs.;"76""";Orthodox;Dec 01, 1987;3.86;46 %;2.95;61 %;0.43;100 %;57 %;0.0
Phillip Miller;16-0-0;;"5' 11""";185 lbs.;--;Orthodox;Feb 20, 1979;1.61;54 %;1.93;50 %;3.62;25 %;100 %;0.6
Jason Miller;23-10-0 (1 NC);Mayhem;"6' 1""";185 lbs.;--;Orthodox;Dec 24, 1980;1.83;43 %;2.3;49 %;1.31;28 %;43 %;1.3
Dan Miller;14-8-0 (1 NC);;"6' 1""";185 lbs.;"74""";Orthodox;Jun 30, 1981;2.03;36 %;3.06;49 %;1.67;54 %;47 %;1.8
Jim Miller;38-19-0 (1 NC);A-10;"5' 8""";155 lbs.;"71""";Southpaw;Aug 30, 1983;2.92;42 %;3.44;56 %;1.5;45 %;48 %;1.7
Cole Miller;21-11-0 (1 NC);Magrinho;"6' 1""";145 lbs.;"73""";Orthodox;Apr 26, 1984;3.0;33 %;3.88;59 %;0.6;36 %;38 %;1.8
Henry Miller;6-16-0 (1 NC);Sentoryu;"5' 7""";270 lbs.;--;Southpaw;Jul 16, 1969;1.25;36 %;2.16;54 %;0.55;25 %;60 %;0.0
Micah Miller;20-8-0 (1 NC);Maverick;"6' 0""";145 lbs.;--;Orthodox;Feb 14, 1987;1.33;33 %;2.15;54 %;0.98;37 %;21 %;2.0
Aaron Miller;14-10-0 (1 NC);Blood Spiller;"5' 9""";145 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
